year,mediation ID,lateral,negotiation ID,conflict locale,conflict sub-locale,locale Gleditsch ID,third_party_type,third_party_locale,third_party,third_party Gleditsch ID,location of neogitations,negotiation location Gleditsch ID,negotiation type,leading actor,leading actor 2,leading actor 3,good offices,mediation,hosting talks,negotiating and drafting,manipulating,humanitarian,witness/party to agreement,other,agreement,peace agreement,ceasfire agreement,agreement name,notes_1,source_1,note_2,source_2,note_3,source_3,note_4,source_4,note_5,source_5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
2017,179,multilateral,,South Sudan,,SSD,global,international,UN,,Ethiopia,ETH,R,IGAD,,,0,0,0,0,0,0,1,0,1,0,1,"Agreement on Cessation of Hostilities, Protection of Civilians and Humanitarian Access","""The revitalization forum, aimed at restarting peace talks, began in Addis Ababa on 18 December. This round of negotiations led to the conclusion of the Agreement on Cessation of Hostilities, Protection of Civilians and Humanitarian Access on 21 December 2017.""",APP,,"https://www.peaceagreements.org/wview/1966/Agreement%20on%20the%20Cessation%20of%20Hostilities,%20Protection%20of%20Civilians%20and%20Humanitarian%20Access,%20Republic%20of%20South%20Sudan",,,,,,,,,,,,,,,
2017,179,multilateral,,South Sudan,,SSD,global,western,EU,,Ethiopia,ETH,R,IGAD,,,0,0,0,0,0,0,1,0,1,0,1,"Agreement on Cessation of Hostilities, Protection of Civilians and Humanitarian Access","""The revitalization forum, aimed at restarting peace talks, began in Addis Ababa on 18 December. This round of negotiations led to the conclusion of the Agreement on Cessation of Hostilities, Protection of Civilians and Humanitarian Access on 21 December 2017.""",APP,,"https://www.peaceagreements.org/wview/1966/Agreement%20on%20the%20Cessation%20of%20Hostilities,%20Protection%20of%20Civilians%20and%20Humanitarian%20Access,%20Republic%20of%20South%20Sudan",,,,,,,,,,,,,,,
2017,179,multilateral,,South Sudan,,SSD,global,international,IPF,,Ethiopia,ETH,R,IGAD,,,0,0,0,0,0,0,1,0,1,0,1,"Agreement on Cessation of Hostilities, Protection of Civilians and Humanitarian Access","""The revitalization forum, aimed at restarting peace talks, began in Addis Ababa on 18 December. This round of negotiations led to the conclusion of the Agreement on Cessation of Hostilities, Protection of Civilians and Humanitarian Access on 21 December 2017.""",APP,,"https://www.peaceagreements.org/wview/1966/Agreement%20on%20the%20Cessation%20of%20Hostilities,%20Protection%20of%20Civilians%20and%20Humanitarian%20Access,%20Republic%20of%20South%20Sudan",,,,,,,,,,,,,,,
2017,180,multilateral,,South Sudan,,SSD,state,african,Egypt,EGY,Uganda,UGA,S,Egypt,Uganda,,0,1,0,0,0,0,0,0,1,1,0,Arusha Agreement on the SPLM Reunification Implementation Matrix,"""Building on the conclusion of the Cairo agreement, another round of negotiations involving the three factions within the SPLM/A was held in Entebbe in December 2017. These negotiations led to the conclusion of the Arusha Agreement on the SPLM Reunification Implementation Matrix on 15 December 2017.""",APP,,https://sudantribune.com/article61284/,,,,,,,,,,,,,,,
2017,180,multilateral,,South Sudan,,SSD,state,african,Uganda,UGA,Uganda,UGA,S,Egypt,Uganda,,0,1,1,0,0,0,1,0,1,1,0,Arusha Agreement on the SPLM Reunification Implementation Matrix,"""Building on the conclusion of the Cairo agreement, another round of negotiations involving the three factions within the SPLM/A was held in Entebbe in December 2017. These negotiations led to the conclusion of the Arusha Agreement on the SPLM Reunification Implementation Matrix on 15 December 2017.""",APP,,https://sudantribune.com/article61284/,,,,,,,,,,,,,,,
2018,181,unilateral,,South Sudan,,SSD,nonstate,western,Community of Sant’ Egidio,,Italy,ITA,N,Community of Sant’ Egidio,,,0,1,1,0,0,0,0,0,1,0,1,Rome Resolution on Monitoring and Verification of the Cessation of Hostilities Agreement,"""'The (SSOMA) is informing its entire membership. supporters, South Sudanese at large and the International Community that it has together with the Government (...) signed Rome Resolution on Monitoring and Verification of the Cessation of Hostilities Agreement COHA (of) December 2017 under the auspices of the Community of Sant’Egidio,' said the alliance on Friday."" Other groups had previously signed this cessation of hostilities agreement in December 2017. ",https://reliefweb.int/report/south-sudan/south-sudan-holdout-groups-take-part-cessation-hostilities,,,,,,,,,,,,,,,,,
2018,182,multilateral,,South Sudan,,SSD,regional,african,AU,,,,R,AU,,,0,1,1,0,0,0,0,0,0,0,0,,"""As part of the Joint Demarcation Committee, the AU mediated between representatives of Sudan and South Sudan between 10 and 13 September 2018. However, no progress was made.""",APP,,,,,,,,,,,,,,,,,
2018,190,multilateral,,South Sudan,,SSD,regional,african,IGAD,,Ethiopia,ETH,G,IGAD,,,0,1,1,0,0,0,0,0,0,0,0,,"""On 2 January 2018, the Troika – comprising of the US, the UK, and Norway – called on the conflict parties to end their military operations and threatened to impose sanctions on those who would not comply with this call. The IGAD-led mediation process continued in 2018. The second round of the IGAD revitalization forum was held in Addis Ababa between 5 and 16 February 2018, but no agreement was reached.""",APP,,,,,,,,,,,,,,,,,
2018,190,multilateral,,South Sudan,,SSD,state,african,Kenya,KEN,Ethiopia,ETH,G,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,"""On 2 January 2018, the Troika – comprising of the US, the UK, and Norway – called on the conflict parties to end their military operations and threatened to impose sanctions on those who would not comply with this call. The IGAD-led mediation process continued in 2018. The second round of the IGAD revitalization forum was held in Addis Ababa between 5 and 16 February 2018, but no agreement was reached.""",APP,,,,,,,,,,,,,,,,,
2018,190,multilateral,,South Sudan,,SSD,state,african,Ethiopia,ETH,Ethiopia,ETH,G,IGAD,,,0,1,1,0,0,0,0,0,0,0,0,,"""On 2 January 2018, the Troika – comprising of the US, the UK, and Norway – called on the conflict parties to end their military operations and threatened to impose sanctions on those who would not comply with this call. The IGAD-led mediation process continued in 2018. The second round of the IGAD revitalization forum was held in Addis Ababa between 5 and 16 February 2018, but no agreement was reached.""",APP,,,,,,,,,,,,,,,,,
2018,190,multilateral,,South Sudan,,SSD,state,african,Eritrea,ERI,Ethiopia,ETH,G,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,"""On 2 January 2018, the Troika – comprising of the US, the UK, and Norway – called on the conflict parties to end their military operations and threatened to impose sanctions on those who would not comply with this call. The IGAD-led mediation process continued in 2018. The second round of the IGAD revitalization forum was held in Addis Ababa between 5 and 16 February 2018, but no agreement was reached.""",APP,,,,,,,,,,,,,,,,,
2018,190,multilateral,,South Sudan,,SSD,state,african,Uganda,UGA,Ethiopia,ETH,G,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,"""On 2 January 2018, the Troika – comprising of the US, the UK, and Norway – called on the conflict parties to end their military operations and threatened to impose sanctions on those who would not comply with this call. The IGAD-led mediation process continued in 2018. The second round of the IGAD revitalization forum was held in Addis Ababa between 5 and 16 February 2018, but no agreement was reached.""",APP,,,,,,,,,,,,,,,,,
2018,190,multilateral,,South Sudan,,SSD,state,african,Sudan,SUD,Ethiopia,ETH,G,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,"""On 2 January 2018, the Troika – comprising of the US, the UK, and Norway – called on the conflict parties to end their military operations and threatened to impose sanctions on those who would not comply with this call. The IGAD-led mediation process continued in 2018. The second round of the IGAD revitalization forum was held in Addis Ababa between 5 and 16 February 2018, but no agreement was reached.""",APP,,,,,,,,,,,,,,,,,
2018,190,multilateral,,South Sudan,,SSD,state,western,United States of America,USA,Ethiopia,ETH,G,IGAD,,,0,1,0,0,1,0,0,0,0,0,0,,"""On 2 January 2018, the Troika – comprising of the US, the UK, and Norway – called on the conflict parties to end their military operations and threatened to impose sanctions on those who would not comply with this call. The IGAD-led mediation process continued in 2018. The second round of the IGAD revitalization forum was held in Addis Ababa between 5 and 16 February 2018, but no agreement was reached.""",APP,,,,,,,,,,,,,,,,,
2018,190,multilateral,,South Sudan,,SSD,state,western,United Kingdom,UKG,Ethiopia,ETH,G,IGAD,,,0,1,0,0,1,0,0,0,0,0,0,,"""On 2 January 2018, the Troika – comprising of the US, the UK, and Norway – called on the conflict parties to end their military operations and threatened to impose sanctions on those who would not comply with this call. The IGAD-led mediation process continued in 2018. The second round of the IGAD revitalization forum was held in Addis Ababa between 5 and 16 February 2018, but no agreement was reached.""",APP,,,,,,,,,,,,,,,,,
2018,190,multilateral,,South Sudan,,SSD,state,western,Norway,NOR,Ethiopia,ETH,G,IGAD,,,0,1,0,0,1,0,0,0,0,0,0,,"""On 2 January 2018, the Troika – comprising of the US, the UK, and Norway – called on the conflict parties to end their military operations and threatened to impose sanctions on those who would not comply with this call. The IGAD-led mediation process continued in 2018. The second round of the IGAD revitalization forum was held in Addis Ababa between 5 and 16 February 2018, but no agreement was reached.""",APP,,,,,,,,,,,,,,,,,
2018,191,multilateral,,South Sudan,,SSD,regional,african,IGAD,,Ethiopia,ETH,R,Ethiopia,,,1,0,1,0,0,0,0,0,0,0,0,,"""A round of proximity talks  was held between the conflict parties in Addis Ababa on 11 and 12 May 2018.  This round of indirect talks was followed by the resumption of the revitalization forum in Addis Ababa from 17 to 23 May 2018. The South Sudan Council of Churches supported this IGAD-led round of negotiations through facilitating dialogue sessions to bridge their differences on the outstanding governance and security issues identified as critical to revitalize the Agreement.  The conflict parties recommitted to the implementation of the cessation of hostilities agreement, but little substantial progress was made. Ethiopian Prime Minister Abiy Ahmed initially led the effort the revitalize the peace process following his election in April 2018.""",APP,,,,,,,,,,,,,,,,,
2018,191,multilateral,,South Sudan,,SSD,state,african,Kenya,KEN,Ethiopia,ETH,R,Ethiopia,,,1,0,0,0,0,0,0,0,0,0,0,,"""A round of proximity talks  was held between the conflict parties in Addis Ababa on 11 and 12 May 2018. This round of indirect talks was followed by the resumption of the revitalization forum in Addis Ababa from 17 to 23 May 2018. The South Sudan Council of Churches supported this IGAD-led round of negotiations through facilitating dialogue sessions to bridge their differences on the outstanding governance and security issues identified as critical to revitalize the Agreement.  The conflict parties recommitted to the implementation of the cessation of hostilities agreement, but little substantial progress was made. Ethiopian Prime Minister Abiy Ahmed initially led the effort the revitalize the peace process following his election in April 2018.""",APP,,,,,,,,,,,,,,,,,
2018,191,multilateral,,South Sudan,,SSD,state,african,Ethiopia,ETH,Ethiopia,ETH,R,Ethiopia,,,1,0,1,0,0,0,0,0,0,0,0,,"""A round of proximity talks  was held between the conflict parties in Addis Ababa on 11 and 12 May 2018.  This round of indirect talks was followed by the resumption of the revitalization forum in Addis Ababa from 17 to 23 May 2018. The South Sudan Council of Churches supported this IGAD-led round of negotiations through facilitating dialogue sessions to bridge their differences on the outstanding governance and security issues identified as critical to revitalize the Agreement.  The conflict parties recommitted to the implementation of the cessation of hostilities agreement, but little substantial progress was made. Ethiopian Prime Minister Abiy Ahmed initially led the effort the revitalize the peace process following his election in April 2018.""",APP,,,,,,,,,,,,,,,,,
2018,191,multilateral,,South Sudan,,SSD,state,african,Eritrea,ERI,Ethiopia,ETH,R,Ethiopia,,,1,0,0,0,0,0,0,0,0,0,0,,"""A round of proximity talks  was held between the conflict parties in Addis Ababa on 11 and 12 May 2018.  This round of indirect talks was followed by the resumption of the revitalization forum in Addis Ababa from 17 to 23 May 2018. The South Sudan Council of Churches supported this IGAD-led round of negotiations through facilitating dialogue sessions to bridge their differences on the outstanding governance and security issues identified as critical to revitalize the Agreement.  The conflict parties recommitted to the implementation of the cessation of hostilities agreement, but little substantial progress was made. Ethiopian Prime Minister Abiy Ahmed initially led the effort the revitalize the peace process following his election in April 2018.""",APP,,,,,,,,,,,,,,,,,
2018,191,multilateral,,South Sudan,,SSD,state,african,Uganda,UGA,Ethiopia,ETH,R,Ethiopia,,,1,0,0,0,0,0,0,0,0,0,0,,"""A round of proximity talks  was held between the conflict parties in Addis Ababa on 11 and 12 May 2018.  This round of indirect talks was followed by the resumption of the revitalization forum in Addis Ababa from 17 to 23 May 2018. The South Sudan Council of Churches supported this IGAD-led round of negotiations through facilitating dialogue sessions to bridge their differences on the outstanding governance and security issues identified as critical to revitalize the Agreement.  The conflict parties recommitted to the implementation of the cessation of hostilities agreement, but little substantial progress was made. Ethiopian Prime Minister Abiy Ahmed initially led the effort the revitalize the peace process following his election in April 2018.""",APP,,,,,,,,,,,,,,,,,
2018,191,multilateral,,South Sudan,,SSD,state,african,Sudan,SUD,Ethiopia,ETH,R,Ethiopia,,,1,0,0,0,0,0,0,0,0,0,0,,"""A round of proximity talks  was held between the conflict parties in Addis Ababa on 11 and 12 May 2018.  This round of indirect talks was followed by the resumption of the revitalization forum in Addis Ababa from 17 to 23 May 2018. The South Sudan Council of Churches supported this IGAD-led round of negotiations through facilitating dialogue sessions to bridge their differences on the outstanding governance and security issues identified as critical to revitalize the Agreement.  The conflict parties recommitted to the implementation of the cessation of hostilities agreement, but little substantial progress was made. Ethiopian Prime Minister Abiy Ahmed initially led the effort the revitalize the peace process following his election in April 2018.""",APP,,,,,,,,,,,,,,,,,
2018,191,multilateral,,South Sudan,,SSD,nonstate,african,South Sudan Council of Churches,,Ethiopia,ETH,R,Ethiopia,,,1,0,0,0,0,0,0,0,0,0,0,,"""A round of proximity talks  was held between the conflict parties in Addis Ababa on 11 and 12 May 2018.  This round of indirect talks was followed by the resumption of the revitalization forum in Addis Ababa from 17 to 23 May 2018. The South Sudan Council of Churches supported this IGAD-led round of negotiations through facilitating dialogue sessions to bridge their differences on the outstanding governance and security issues identified as critical to revitalize the Agreement.  The conflict parties recommitted to the implementation of the cessation of hostilities agreement, but little substantial progress was made. Ethiopian Prime Minister Abiy Ahmed initially led the effort the revitalize the peace process following his election in April 2018.""",APP,,,,,,,,,,,,,,,,,
2018,192,multilateral,,South Sudan,,SSD,regional,african,IGAD,,Ethiopia,ETH,R,IGAD,,,1,0,1,0,0,0,0,0,0,0,0,,"""The conflict parties engaged in shuttle negotiations in Addis Ababa from 18 to 20 June 2018, but Abiy Ahmed mediated a face-to-face meeting between President Salva Kiir and Riek Machar on the final day of this round of negotiations. This was the first meeting of Kiir and Machar since the resumption of hostilities in July 2016. The following day, on 21 June 2018, the IGAD Assembly of Heads of State and Government mandated Sudanese President Omar al-Bashir to mediate the negotiations. President al-Bashir was supported by Ugandan President Yoweri Museveni.""",APP,,,,,,,,,,,,,,,,,
2018,192,multilateral,,South Sudan,,SSD,state,african,Kenya,KEN,Ethiopia,ETH,R,IGAD,,,1,0,0,0,0,0,0,0,0,0,0,,"""The conflict parties engaged in shuttle negotiations in Addis Ababa from 18 to 20 June 2018, but Abiy Ahmed mediated a face-to-face meeting between President Salva Kiir and Riek Machar on the final day of this round of negotiations. This was the first meeting of Kiir and Machar since the resumption of hostilities in July 2016. The following day, on 21 June 2018, the IGAD Assembly of Heads of State and Government mandated Sudanese President Omar al-Bashir to mediate the negotiations. President al-Bashir was supported by Ugandan President Yoweri Museveni.""",APP,,,,,,,,,,,,,,,,,
2018,192,multilateral,,South Sudan,,SSD,state,african,Ethiopia,ETH,Ethiopia,ETH,R,IGAD,,,1,1,1,0,0,0,0,0,0,0,0,,"""The conflict parties engaged in shuttle negotiations in Addis Ababa from 18 to 20 June 2018, but Abiy Ahmed mediated a face-to-face meeting between President Salva Kiir and Riek Machar on the final day of this round of negotiations. This was the first meeting of Kiir and Machar since the resumption of hostilities in July 2016. The following day, on 21 June 2018, the IGAD Assembly of Heads of State and Government mandated Sudanese President Omar al-Bashir to mediate the negotiations. President al-Bashir was supported by Ugandan President Yoweri Museveni.""",APP,,,,,,,,,,,,,,,,,
2018,192,multilateral,,South Sudan,,SSD,state,african,Eritrea,ERI,Ethiopia,ETH,R,IGAD,,,1,0,0,0,0,0,0,0,0,0,0,,"""The conflict parties engaged in shuttle negotiations in Addis Ababa from 18 to 20 June 2018, but Abiy Ahmed mediated a face-to-face meeting between President Salva Kiir and Riek Machar on the final day of this round of negotiations. This was the first meeting of Kiir and Machar since the resumption of hostilities in July 2016. The following day, on 21 June 2018, the IGAD Assembly of Heads of State and Government mandated Sudanese President Omar al-Bashir to mediate the negotiations. President al-Bashir was supported by Ugandan President Yoweri Museveni.""",APP,,,,,,,,,,,,,,,,,
2018,192,multilateral,,South Sudan,,SSD,state,african,Uganda,UGA,Ethiopia,ETH,R,IGAD,,,1,1,0,0,0,0,0,0,0,0,0,,"""The conflict parties engaged in shuttle negotiations in Addis Ababa from 18 to 20 June 2018, but Abiy Ahmed mediated a face-to-face meeting between President Salva Kiir and Riek Machar on the final day of this round of negotiations. This was the first meeting of Kiir and Machar since the resumption of hostilities in July 2016. The following day, on 21 June 2018, the IGAD Assembly of Heads of State and Government mandated Sudanese President Omar al-Bashir to mediate the negotiations. President al-Bashir was supported by Ugandan President Yoweri Museveni.""",APP,,,,,,,,,,,,,,,,,
2018,192,multilateral,,South Sudan,,SSD,state,african,Sudan,SUD,Ethiopia,ETH,R,IGAD,,,1,0,0,0,0,0,0,0,0,0,0,,"""The conflict parties engaged in shuttle negotiations in Addis Ababa from 18 to 20 June 2018, but Abiy Ahmed mediated a face-to-face meeting between President Salva Kiir and Riek Machar on the final day of this round of negotiations. This was the first meeting of Kiir and Machar since the resumption of hostilities in July 2016. The following day, on 21 June 2018, the IGAD Assembly of Heads of State and Government mandated Sudanese President Omar al-Bashir to mediate the negotiations. President al-Bashir was supported by Ugandan President Yoweri Museveni.""",APP,,,,,,,,,,,,,,,,,
2018,193,multilateral,,South Sudan,,SSD,regional,african,IGAD,,Sudan,SUD,R,IGAD,,,0,1,1,0,0,0,1,0,1,1,0,Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan,"""Face-to-face talks between President Kiir and Machar resumed in Khartoum on 25 June and concluded with the Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan on 27 June. This agreement was also signed by the representatives of the South Sudan Opposition Alliance, the “Former Detainees”, and the other political parties. In the Declaration, the signatories announced a permanent ceasefire, set objectives for transitional security arrangements and signatories to reach an agreement on the IGAD revised bridging proposal, improve infrastructure and basic services in South Sudan and restore oil fields in Unity. The agreement also stipulates a comprehensive ceasefire. This agreement commits the conflict parties to a permanent ceasefire and to finalize a deal on the pending issues in the governance chapter of the 2015 peace agreement. stipulated a “revised bridging proposal” that listed the details of a pre-transitional period. The agreement also includes provisions with regard to the oil, elections, and reconstruction. The agreement thus was meant to pave the way for the formation of an inclusive transitional cabinet. The agreement also called upon the AU and IGAD to deploy protection forces and ceasefire monitors to observe the ceasefire implementation. In addition, the conflict parties agreed to open the humanitarian corridors, release detainees, withdraw troops and militarily disengage.""",APP,,https://www.peaceagreements.org/view/2109,,,,,,,,,,,,,,,
2018,193,multilateral,,South Sudan,,SSD,state,african,Kenya,KEN,Sudan,SUD,R,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan,"""Face-to-face talks between President Kiir and Machar resumed in Khartoum on 25 June and concluded with the Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan on 27 June. This agreement was also signed by the representatives of the South Sudan Opposition Alliance, the “Former Detainees”, and the other political parties. In the Declaration, the signatories announced a permanent ceasefire, set objectives for transitional security arrangements and signatories to reach an agreement on the IGAD revised bridging proposal, improve infrastructure and basic services in South Sudan and restore oil fields in Unity. The agreement also stipulates a comprehensive ceasefire. This agreement commits the conflict parties to a permanent ceasefire and to finalize a deal on the pending issues in the governance chapter of the 2015 peace agreement. stipulated a “revised bridging proposal” that listed the details of a pre-transitional period. The agreement also includes provisions with regard to the oil, elections, and reconstruction. The agreement thus was meant to pave the way for the formation of an inclusive transitional cabinet. The agreement also called upon the AU and IGAD to deploy protection forces and ceasefire monitors to observe the ceasefire implementation. In addition, the conflict parties agreed to open the humanitarian corridors, release detainees, withdraw troops and militarily disengage.""",APP,,https://www.peaceagreements.org/view/2109,,,,,,,,,,,,,,,
2018,193,multilateral,,South Sudan,,SSD,state,african,Ethiopia,ETH,Sudan,SUD,R,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan,"""Face-to-face talks between President Kiir and Machar resumed in Khartoum on 25 June and concluded with the Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan on 27 June. This agreement was also signed by the representatives of the South Sudan Opposition Alliance, the “Former Detainees”, and the other political parties. In the Declaration, the signatories announced a permanent ceasefire, set objectives for transitional security arrangements and signatories to reach an agreement on the IGAD revised bridging proposal, improve infrastructure and basic services in South Sudan and restore oil fields in Unity. The agreement also stipulates a comprehensive ceasefire. This agreement commits the conflict parties to a permanent ceasefire and to finalize a deal on the pending issues in the governance chapter of the 2015 peace agreement. stipulated a “revised bridging proposal” that listed the details of a pre-transitional period. The agreement also includes provisions with regard to the oil, elections, and reconstruction. The agreement thus was meant to pave the way for the formation of an inclusive transitional cabinet. The agreement also called upon the AU and IGAD to deploy protection forces and ceasefire monitors to observe the ceasefire implementation. In addition, the conflict parties agreed to open the humanitarian corridors, release detainees, withdraw troops and militarily disengage.""",APP,,https://www.peaceagreements.org/view/2109,,,,,,,,,,,,,,,
2018,193,multilateral,,South Sudan,,SSD,state,african,Eritrea,ERI,Sudan,SUD,R,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan,"""Face-to-face talks between President Kiir and Machar resumed in Khartoum on 25 June and concluded with the Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan on 27 June. This agreement was also signed by the representatives of the South Sudan Opposition Alliance, the “Former Detainees”, and the other political parties. In the Declaration, the signatories announced a permanent ceasefire, set objectives for transitional security arrangements and signatories to reach an agreement on the IGAD revised bridging proposal, improve infrastructure and basic services in South Sudan and restore oil fields in Unity. The agreement also stipulates a comprehensive ceasefire. This agreement commits the conflict parties to a permanent ceasefire and to finalize a deal on the pending issues in the governance chapter of the 2015 peace agreement. stipulated a “revised bridging proposal” that listed the details of a pre-transitional period. The agreement also includes provisions with regard to the oil, elections, and reconstruction. The agreement thus was meant to pave the way for the formation of an inclusive transitional cabinet. The agreement also called upon the AU and IGAD to deploy protection forces and ceasefire monitors to observe the ceasefire implementation. In addition, the conflict parties agreed to open the humanitarian corridors, release detainees, withdraw troops and militarily disengage.""",APP,,https://www.peaceagreements.org/view/2109,,,,,,,,,,,,,,,
2018,193,multilateral,,South Sudan,,SSD,state,african,Uganda,UGA,Sudan,SUD,R,IGAD,,,0,1,0,0,0,0,0,0,1,1,0,Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan,"""Face-to-face talks between President Kiir and Machar resumed in Khartoum on 25 June and concluded with the Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan on 27 June. This agreement was also signed by the representatives of the South Sudan Opposition Alliance, the “Former Detainees”, and the other political parties. In the Declaration, the signatories announced a permanent ceasefire, set objectives for transitional security arrangements and signatories to reach an agreement on the IGAD revised bridging proposal, improve infrastructure and basic services in South Sudan and restore oil fields in Unity. The agreement also stipulates a comprehensive ceasefire. This agreement commits the conflict parties to a permanent ceasefire and to finalize a deal on the pending issues in the governance chapter of the 2015 peace agreement. stipulated a “revised bridging proposal” that listed the details of a pre-transitional period. The agreement also includes provisions with regard to the oil, elections, and reconstruction. The agreement thus was meant to pave the way for the formation of an inclusive transitional cabinet. The agreement also called upon the AU and IGAD to deploy protection forces and ceasefire monitors to observe the ceasefire implementation. In addition, the conflict parties agreed to open the humanitarian corridors, release detainees, withdraw troops and militarily disengage.""",APP,,https://www.peaceagreements.org/view/2109,,,,,,,,,,,,,,,
2018,193,multilateral,,South Sudan,,SSD,state,african,Sudan,SUD,Sudan,SUD,R,IGAD,,,0,1,1,0,0,0,1,0,1,1,0,Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan,"""Face-to-face talks between President Kiir and Machar resumed in Khartoum on 25 June and concluded with the Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan on 27 June. This agreement was also signed by the representatives of the South Sudan Opposition Alliance, the “Former Detainees”, and the other political parties. In the Declaration, the signatories announced a permanent ceasefire, set objectives for transitional security arrangements and signatories to reach an agreement on the IGAD revised bridging proposal, improve infrastructure and basic services in South Sudan and restore oil fields in Unity. The agreement also stipulates a comprehensive ceasefire. This agreement commits the conflict parties to a permanent ceasefire and to finalize a deal on the pending issues in the governance chapter of the 2015 peace agreement. stipulated a “revised bridging proposal” that listed the details of a pre-transitional period. The agreement also includes provisions with regard to the oil, elections, and reconstruction. The agreement thus was meant to pave the way for the formation of an inclusive transitional cabinet. The agreement also called upon the AU and IGAD to deploy protection forces and ceasefire monitors to observe the ceasefire implementation. In addition, the conflict parties agreed to open the humanitarian corridors, release detainees, withdraw troops and militarily disengage.""",APP,,https://www.peaceagreements.org/view/2109,,,,,,,,,,,,,,,
2018,193,multilateral,,South Sudan,,SSD,state,western,United Kingdom,UKG,Sudan,SUD,R,IGAD,,,0,0,0,0,0,0,1,0,1,1,0,Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan,"""Face-to-face talks between President Kiir and Machar resumed in Khartoum on 25 June and concluded with the Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan on 27 June. This agreement was also signed by the representatives of the South Sudan Opposition Alliance, the “Former Detainees”, and the other political parties. In the Declaration, the signatories announced a permanent ceasefire, set objectives for transitional security arrangements and signatories to reach an agreement on the IGAD revised bridging proposal, improve infrastructure and basic services in South Sudan and restore oil fields in Unity. The agreement also stipulates a comprehensive ceasefire. This agreement commits the conflict parties to a permanent ceasefire and to finalize a deal on the pending issues in the governance chapter of the 2015 peace agreement. stipulated a “revised bridging proposal” that listed the details of a pre-transitional period. The agreement also includes provisions with regard to the oil, elections, and reconstruction. The agreement thus was meant to pave the way for the formation of an inclusive transitional cabinet. The agreement also called upon the AU and IGAD to deploy protection forces and ceasefire monitors to observe the ceasefire implementation. In addition, the conflict parties agreed to open the humanitarian corridors, release detainees, withdraw troops and militarily disengage.""",APP,,https://www.peaceagreements.org/view/2109,,,,,,,,,,,,,,,
2018,193,multilateral,,South Sudan,,SSD,state,western,United States of America,USA,Sudan,SUD,R,IGAD,,,0,0,0,0,0,0,1,0,1,1,0,Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan,"""Face-to-face talks between President Kiir and Machar resumed in Khartoum on 25 June and concluded with the Khartoum Declaration of Agreement between Parties of the Conflict of South Sudan on 27 June. This agreement was also signed by the representatives of the South Sudan Opposition Alliance, the “Former Detainees”, and the other political parties. In the Declaration, the signatories announced a permanent ceasefire, set objectives for transitional security arrangements and signatories to reach an agreement on the IGAD revised bridging proposal, improve infrastructure and basic services in South Sudan and restore oil fields in Unity. The agreement also stipulates a comprehensive ceasefire. This agreement commits the conflict parties to a permanent ceasefire and to finalize a deal on the pending issues in the governance chapter of the 2015 peace agreement. stipulated a “revised bridging proposal” that listed the details of a pre-transitional period. The agreement also includes provisions with regard to the oil, elections, and reconstruction. The agreement thus was meant to pave the way for the formation of an inclusive transitional cabinet. The agreement also called upon the AU and IGAD to deploy protection forces and ceasefire monitors to observe the ceasefire implementation. In addition, the conflict parties agreed to open the humanitarian corridors, release detainees, withdraw troops and militarily disengage.""",APP,,https://www.peaceagreements.org/view/2109,,,,,,,,,,,,,,,
